,Code,Name,Orig Code,Ensemble,Trans Type,Peak Time,Peak SLP,Peak Lon,Peak Lat,Trop Peak Time,Trop Begin Time,Trop Peak SLP,Trop Peak Lon,Trop Peak Lat,Genesis Time,Genesis SLP,Genesis Lon,Genesis Lat,Final Time,Final SLP,Final Lon,Final Lat,Trop Begin SLP,Trop Begin Lon,Trop Begin Lat,ET Begin Time,ET Begin SLP,ET Begin Lon,ET Begin Lat,ET Complete Time,ET Complete SLP,ET Complete Lon,ET Complete Lat
11,TC190205,Nicole,0120,A,2,1902-08-17 06:00:00,903.29,-66.04,28.17,1902-08-17 06:00:00,1902-08-12 06:00:00,903.29,-66.04,28.17,1902-08-12 06:00:00,1008.83,-48.02,18.24,1902-08-22 18:00:00,974.72,-20.06,59.97,1008.83,-48.02,18.24,1902-08-20 00:00:00,952.77,-62.46,38.07,1902-08-21 06:00:00,968.29,-49.44,50.48
12,TC190206,Quinn,0124,A,2,1902-09-05 00:00:00,951.82,-53.32,42.13,1902-09-03 18:00:00,1902-08-25 06:00:00,957.33,-65.07,34.07,1902-08-23 18:00:00,1009.22,-28.68,10.98,1902-09-06 18:00:00,977.02,-19.23,58.42,1010.25,-36.41,13.2,1902-09-04 12:00:00,971.3,-59.24,38.07,1902-09-05 18:00:00,972.26,-39.48,53.67
13,TC190207,Stephanie,0128,A,0,1902-09-16 18:00:00,983.24,-66.68,37.96,1902-09-16 18:00:00,1902-09-11 00:00:00,983.24,-66.68,37.96,1902-09-11 00:00:00,1011.54,-73.25,24.28,1902-09-19 18:00:00,1007.19,-56.25,41.5,1011.54,-73.25,24.28,,,,,,,,
14,TC190301,Tony,0158,A,0,1903-04-04 06:00:00,996.98,-35.48,25.9,1903-04-04 06:00:00,1903-04-04 06:00:00,996.98,-35.48,25.9,1903-04-03 06:00:00,1004.98,-37.44,22.09,1903-04-07 18:00:00,1008.71,-45.0,30.25,996.98,-35.48,25.9,,,,,,,,
15,TC190302,Winnie,0159,A,0,1903-04-08 18:00:00,986.98,-66.52,30.58,1903-04-08 18:00:00,1903-04-05 18:00:00,986.98,-66.52,30.58,1903-04-05 00:00:00,1006.13,-66.91,23.85,1903-04-10 18:00:00,1005.24,-67.25,30.25,1002.4,-64.2,25.91,,,,,,,,
16,TC190303,Audrey,0161,A,0,1903-04-15 00:00:00,976.9,-60.56,30.26,1903-04-15 00:00:00,1903-04-11 06:00:00,976.9,-60.56,30.26,1903-04-11 06:00:00,1004.64,-67.45,29.13,1903-04-23 18:00:00,1010.1,-49.0,32.75,1004.64,-67.45,29.13,,,,,,,,
17,TC190304,Brandon,0165,A,0,1903-06-11 00:00:00,995.97,-66.44,39.65,1903-06-11 00:00:00,1903-06-01 00:00:00,995.97,-66.44,39.65,1903-06-01 00:00:00,1006.54,-80.59,13.33,1903-06-11 18:00:00,1002.08,-65.75,43.5,1006.54,-80.59,13.33,,,,,,,,
18,TC190305,Christine,0168,A,2,1903-07-15 06:00:00,931.32,-85.46,27.45,1903-07-15 06:00:00,1903-07-10 06:00:00,931.32,-85.46,27.45,1903-07-10 06:00:00,1011.27,-66.5,21.44,1903-07-20 06:00:00,999.48,-57.0,51.5,1011.27,-66.5,21.44,1903-07-19 12:00:00,1002.83,-68.32,42.57,1903-07-19 18:00:00,1002.24,-65.41,44.01
19,TC190306,David,0170,A,0,1903-08-09 06:00:00,962.59,-96.77,27.83,1903-08-09 06:00:00,1903-08-01 12:00:00,962.59,-96.77,27.83,1903-08-01 12:00:00,1009.28,-76.21,19.77,1903-08-09 18:00:00,989.61,-98.23,28.34,1009.28,-76.21,19.77,,,,,,,,
20,TC190307,Elyse,0171,A,2,1903-08-13 12:00:00,990.45,-53.0,44.0,1903-08-12 12:00:00,1903-08-07 00:00:00,991.47,-67.76,39.2,1903-08-07 00:00:00,1011.2,-80.63,30.48,1903-08-13 12:00:00,990.45,-53.0,44.0,1011.2,-80.63,30.48,1903-08-12 18:00:00,993.38,-64.75,39.75,1903-08-13 06:00:00,991.7,-56.25,42.5
21,TC190308,Frederick,0172,A,0,1903-08-13 18:00:00,993.89,-79.7,13.75,1903-08-13 18:00:00,1903-08-12 06:00:00,993.89,-79.7,13.75,1903-08-12 06:00:00,1007.75,-66.45,12.83,1903-08-16 06:00:00,1009.02,-90.86,17.39,1007.75,-66.45,12.83,,,,,,,,
22,TC190309,Hope,0175,A,2,1903-09-08 00:00:00,929.66,-77.98,30.55,1903-09-08 00:00:00,1903-09-01 12:00:00,929.66,-77.98,30.55,1903-09-01 12:00:00,1009.29,-58.77,21.05,1903-09-15 18:00:00,979.91,-58.77,57.7,1009.29,-58.77,21.05,1903-09-10 00:00:00,946.7,-77.42,33.15,1903-09-13 18:00:00,973.9,-59.62,48.55
23,TC190312,Jacob,0183,A,2,1903-10-20 00:00:00,939.47,-46.4,38.62,1903-10-19 06:00:00,1903-10-09 12:00:00,941.52,-48.35,35.79,1903-10-09 12:00:00,1007.71,-62.01,18.82,1903-10-22 18:00:00,992.77,-39.65,59.29,1007.71,-62.01,18.82,1903-10-19 12:00:00,940.99,-47.8,36.57,1903-10-21 18:00:00,966.39,-45.69,50.38
24,TC190401,Katrina,0201,A,1,1904-01-09 18:00:00,998.27,-31.26,35.73,1904-01-09 18:00:00,1904-01-08 06:00:00,998.27,-31.26,35.73,1904-01-08 06:00:00,999.31,-32.61,32.53,1904-01-13 18:00:00,1002.33,-25.25,44.75,999.31,-32.61,32.53,1904-01-13 00:00:00,1005.21,-28.33,39.09,,,,
25,TC190402,Luke,0213,A,2,1904-04-01 00:00:00,988.14,-50.91,42.96,1904-03-31 18:00:00,1904-03-27 12:00:00,988.82,-54.06,40.58,1904-03-27 12:00:00,994.34,-65.02,23.88,1904-04-02 06:00:00,1003.82,-28.5,42.0,994.34,-65.02,23.88,1904-04-01 00:00:00,988.14,-50.91,42.96,1904-04-01 06:00:00,989.17,-47.64,45.09
26,TC190407,Maho,0231,A,2,1904-08-04 00:00:00,946.6,-83.96,28.04,1904-08-04 00:00:00,1904-07-29 12:00:00,946.6,-83.96,28.04,1904-07-28 18:00:00,1012.07,-40.78,15.94,1904-08-11 06:00:00,1002.79,-45.25,48.0,1010.67,-48.93,16.61,1904-08-09 00:00:00,1010.47,-71.08,39.86,1904-08-10 00:00:00,1008.01,-62.84,43.17
27,TC190408,Nicholas,0232,A,2,1904-08-07 00:00:00,987.25,-11.5,51.0,1904-08-03 00:00:00,1904-07-29 06:00:00,987.44,-54.84,36.34,1904-07-29 06:00:00,1008.09,-65.63,34.42,1904-08-08 00:00:00,1003.91,7.5,50.25,1008.09,-65.63,34.42,1904-08-05 06:00:00,1002.53,-42.21,45.36,1904-08-06 00:00:00,1004.74,-30.75,48.25
28,TC190409,Queenie,0235,A,0,1904-08-16 00:00:00,982.58,-96.4,20.78,1904-08-16 00:00:00,1904-08-10 00:00:00,982.58,-96.4,20.78,1904-08-09 00:00:00,1009.59,-55.17,15.24,1904-08-18 00:00:00,1012.56,-97.0,20.5,1007.86,-63.77,16.57,,,,,,,,
29,TC190410,Samson,0236,A,2,1904-08-25 00:00:00,933.71,-60.72,27.57,1904-08-25 00:00:00,1904-08-18 12:00:00,933.71,-60.72,27.57,1904-08-18 12:00:00,1010.19,-45.43,16.94,1904-08-29 12:00:00,954.91,-17.75,55.0,1010.19,-45.43,16.94,1904-08-27 00:00:00,938.56,-58.19,37.45,1904-08-28 00:00:00,970.64,-51.61,48.33
30,TC190412,Tiffany,0239,A,2,1904-09-09 18:00:00,960.45,-47.21,39.94,1904-09-09 06:00:00,1904-09-06 06:00:00,960.48,-48.57,37.1,1904-09-06 06:00:00,1010.86,-44.27,30.63,1904-09-13 06:00:00,969.9,-5.25,54.0,1010.86,-44.27,30.63,1904-09-09 18:00:00,960.45,-47.21,39.94,1904-09-11 18:00:00,993.16,-25.75,45.25
31,TC190413,William,0240,A,0,1904-10-02 12:00:00,994.08,-62.17,22.43,1904-10-02 12:00:00,1904-09-23 00:00:00,994.08,-62.17,22.43,1904-09-23 00:00:00,1010.81,-43.0,8.13,1904-10-04 00:00:00,1003.19,-63.04,20.45,1010.81,-43.0,8.13,,,,,,,,
32,TC190414,Andy,0241,A,1,1904-10-07 12:00:00,966.52,-40.88,44.5,1904-10-07 12:00:00,1904-10-01 12:00:00,966.52,-40.88,44.5,1904-10-01 12:00:00,1012.07,-51.57,30.43,1904-10-10 00:00:00,991.26,-48.61,55.6,1012.07,-51.57,30.43,1904-10-09 12:00:00,986.84,-45.8,52.07,,,,
33,TC190415,Bonnie,0242,A,2,1904-10-15 06:00:00,956.95,-38.53,48.09,1904-10-08 06:00:00,1904-10-05 18:00:00,996.41,-72.98,25.89,1904-10-05 18:00:00,1006.0,-68.93,20.84,1904-10-17 00:00:00,1010.9,-28.5,41.0,1006.0,-68.93,20.84,1904-10-08 12:00:00,996.41,-72.19,26.16,1904-10-16 12:00:00,995.73,-33.15,44.92
34,TC190417,Charlie,0245,A,1,1904-10-23 06:00:00,982.14,-46.47,31.2,1904-10-23 06:00:00,1904-10-22 00:00:00,982.14,-46.47,31.2,1904-10-20 00:00:00,1006.36,-64.18,28.33,1904-10-27 18:00:00,1012.09,-42.25,31.5,999.32,-52.34,29.64,1904-10-26 18:00:00,1010.75,-45.5,31.0,,,,
35,TC190501,Demi,0258,A,0,1905-01-11 18:00:00,981.84,-21.85,33.68,1905-01-11 18:00:00,1905-01-11 06:00:00,981.84,-21.85,33.68,1905-01-11 06:00:00,989.67,-20.22,33.49,1905-01-15 00:00:00,1012.73,-18.75,33.75,989.67,-20.22,33.49,,,,,,,,
36,TC190503,Erik,0270,A,0,1905-04-26 06:00:00,965.79,-42.84,45.18,1905-04-26 06:00:00,1905-04-25 18:00:00,965.79,-42.84,45.18,1905-04-24 12:00:00,987.34,-55.27,39.08,1905-04-27 18:00:00,973.42,-38.38,52.6,972.25,-45.56,44.88,,,,,,,,
37,TC190509,Frances,0288,A,2,1905-09-10 00:00:00,922.7,-61.74,30.53,1905-09-10 00:00:00,1905-09-03 00:00:00,922.7,-61.74,30.53,1905-09-02 12:00:00,1012.93,-40.88,14.27,1905-09-17 06:00:00,1012.35,-15.25,42.0,1012.53,-44.46,16.18,1905-09-12 18:00:00,950.96,-55.67,44.13,1905-09-13 12:00:00,974.4,-43.67,47.6
38,TC190510,Hubert,0289,A,2,1905-09-19 12:00:00,925.7,-60.18,23.75,1905-09-19 12:00:00,1905-09-10 00:00:00,925.7,-60.18,23.75,1905-09-09 18:00:00,1006.01,-23.26,13.03,1905-10-02 18:00:00,997.91,2.75,44.0,1008.56,-24.54,13.47,1905-10-01 12:00:00,974.97,-18.15,36.61,1905-10-02 00:00:00,976.12,-11.42,37.95
39,TC190511,Julie,0291,A,1,1905-10-06 12:00:00,956.34,-11.58,32.43,1905-10-06 12:00:00,1905-09-23 18:00:00,956.34,-11.58,32.43,1905-09-22 06:00:00,1006.76,-16.38,10.76,1905-10-10 06:00:00,1001.53,-5.86,35.17,1009.01,-25.95,11.16,1905-10-10 00:00:00,1002.67,-7.62,35.26,,,,
40,TC190512,Keith,0293,A,2,1905-09-26 18:00:00,952.67,-60.77,42.1,1905-09-26 18:00:00,1905-09-25 00:00:00,952.67,-60.77,42.1,1905-09-25 00:00:00,1003.51,-63.88,35.84,1905-09-28 12:00:00,1011.74,-45.89,52.59,1003.51,-63.88,35.84,1905-09-27 06:00:00,965.05,-57.53,45.95,1905-09-27 12:00:00,982.18,-55.53,47.71
41,TC190513,Lily,0296,A,2,1905-10-09 18:00:00,976.88,-28.99,13.73,1905-10-09 18:00:00,1905-10-08 00:00:00,976.88,-28.99,13.73,1905-10-08 00:00:00,1002.34,-30.35,13.17,1905-10-16 18:00:00,995.2,-13.16,30.25,1002.34,-30.35,13.17,1905-10-15 06:00:00,996.15,-26.75,24.24,1905-10-16 06:00:00,996.71,-19.31,26.76
42,TC190514,Marc,0298,A,1,1905-10-19 06:00:00,969.87,-57.19,46.53,1905-10-18 12:00:00,1905-10-15 18:00:00,990.57,-56.36,39.31,1905-10-15 18:00:00,1008.55,-59.66,22.92,1905-10-20 18:00:00,988.14,-64.44,46.63,1008.55,-59.66,22.92,1905-10-18 18:00:00,982.57,-55.64,41.88,,,,
43,TC190515,Noelle,0307,A,2,1905-11-24 00:00:00,977.21,-75.48,18.76,1905-11-24 00:00:00,1905-11-22 00:00:00,977.21,-75.48,18.76,1905-11-22 00:00:00,1003.82,-80.48,11.26,1905-11-26 06:00:00,1010.87,-61.0,29.5,1003.82,-80.48,11.26,1905-11-24 18:00:00,989.84,-72.22,23.17,1905-11-26 00:00:00,1008.45,-62.5,29.0
44,TC190601,Rocco,0316,A,0,1906-02-09 06:00:00,972.38,-13.44,44.89,1906-02-09 12:00:00,1906-02-09 12:00:00,974.56,-12.99,46.07,1906-02-08 00:00:00,984.74,-18.84,38.41,1906-02-12 06:00:00,989.31,-9.25,54.0,974.56,-12.99,46.07,,,,,,,,
45,TC190604,Shannon,0327,A,2,1906-04-02 00:00:00,992.91,-51.91,28.64,1906-04-02 18:00:00,1906-04-02 18:00:00,993.67,-48.54,31.44,1906-04-02 00:00:00,992.91,-51.91,28.64,1906-04-06 12:00:00,1012.51,-38.0,34.25,993.67,-48.54,31.44,1906-04-05 06:00:00,1000.57,-43.79,35.32,1906-04-05 18:00:00,1005.58,-41.0,34.25
46,TC190605,Thomas,0329,A,1,1906-04-07 00:00:00,993.54,-58.66,32.94,1906-04-07 00:00:00,1906-04-07 00:00:00,993.54,-58.66,32.94,1906-04-07 00:00:00,993.54,-58.66,32.94,1906-04-10 12:00:00,998.36,-58.5,46.75,993.54,-58.66,32.94,1906-04-10 00:00:00,997.75,-58.75,42.25,,,,
47,TC190610,Wendy,0343,A,2,1906-08-30 00:00:00,939.55,-60.98,36.16,1906-08-29 06:00:00,1906-08-25 00:00:00,967.22,-63.24,32.63,1906-08-25 00:00:00,1012.42,-70.33,22.86,1906-09-03 00:00:00,1012.4,-37.76,45.35,1012.42,-70.33,22.86,1906-08-29 12:00:00,954.41,-62.63,33.58,1906-09-01 12:00:00,999.01,-49.5,43.4
48,TC190611,Anna,0363,A,2,1906-12-06 18:00:00,969.48,-40.08,41.17,1906-12-06 18:00:00,1906-12-06 00:00:00,969.48,-40.08,41.17,1906-12-06 00:00:00,989.9,-44.13,37.77,1906-12-10 18:00:00,1010.08,-21.25,34.75,989.9,-44.13,37.77,1906-12-09 12:00:00,1001.29,-26.0,37.75,1906-12-09 18:00:00,1002.85,-24.5,36.75
49,TC190703,Bryan,0377,A,1,1907-04-17 18:00:00,979.98,-37.78,41.91,1907-04-17 18:00:00,1907-04-17 06:00:00,979.98,-37.78,41.91,1907-04-17 06:00:00,980.96,-43.13,40.16,1907-04-21 00:00:00,1006.24,-6.75,47.5,980.96,-43.13,40.16,1907-04-20 06:00:00,996.75,-13.75,45.75,,,,
50,TC190704,Cissy,0381,A,1,1907-05-31 18:00:00,998.98,-71.7,35.74,1907-05-31 18:00:00,1907-05-29 00:00:00,998.98,-71.7,35.74,1907-05-28 18:00:00,1010.59,-78.52,25.4,1907-06-02 12:00:00,1007.92,-56.25,51.5,1010.04,-78.37,25.77,1907-06-02 00:00:00,1005.84,-63.25,45.25,,,,
51,TC190705,Dominic,0390,A,1,1907-09-14 00:00:00,936.66,-42.99,31.88,1907-09-09 12:00:00,1907-08-29 06:00:00,958.37,-61.74,30.53,1907-08-29 06:00:00,1010.64,-31.22,12.81,1907-09-20 06:00:00,985.03,-8.26,57.67,1010.64,-31.22,12.81,1907-09-09 18:00:00,964.25,-60.26,31.28,,,,
52,TC190706,Esther,0393,A,2,1907-09-25 00:00:00,911.21,-55.21,26.88,1907-09-25 00:00:00,1907-09-13 12:00:00,911.21,-55.21,26.88,1907-09-13 06:00:00,1006.99,-24.19,10.92,1907-09-29 00:00:00,938.74,-30.66,59.37,1007.47,-25.62,10.74,1907-09-26 18:00:00,936.9,-49.55,35.35,1907-09-29 00:00:00,938.74,-30.66,59.37
53,TC190707,Frank,0395,A,0,1907-09-25 18:00:00,993.7,-42.47,28.9,1907-09-25 18:00:00,1907-09-17 12:00:00,993.7,-42.47,28.9,1907-09-17 12:00:00,1007.06,-14.19,13.14,1907-09-26 12:00:00,1001.9,-42.17,32.16,1007.06,-14.19,13.14,,,,,,,,
54,TC190708,Helena,0401,A,2,1907-10-28 06:00:00,995.24,-27.51,36.0,1907-10-28 06:00:00,1907-10-28 06:00:00,995.24,-27.51,36.0,1907-10-28 06:00:00,995.24,-27.51,36.0,1907-11-03 00:00:00,1012.81,-11.75,50.0,995.24,-27.51,36.0,1907-11-02 00:00:00,1003.83,-26.65,46.87,1907-11-02 12:00:00,1008.59,-20.0,49.25
55,TC190709,John,0406,A,0,1907-11-16 00:00:00,997.49,-82.49,15.95,1907-11-16 00:00:00,1907-11-14 12:00:00,997.49,-82.49,15.95,1907-11-14 12:00:00,1005.34,-84.19,16.99,1907-11-19 06:00:00,1003.46,-81.0,21.62,1005.34,-84.19,16.99,,,,,,,,
56,TC190801,Kannas,0413,A,0,1908-01-02 18:00:00,989.25,-23.31,31.4,1908-01-02 18:00:00,1908-01-02 00:00:00,989.25,-23.31,31.4,1908-01-01 06:00:00,997.93,-27.39,29.96,1908-01-05 00:00:00,1002.2,-11.75,44.0,990.69,-23.62,32.01,,,,,,,,
57,TC190806,Lomy,0438,A,2,1908-09-12 12:00:00,961.43,-86.4,29.65,1908-09-12 06:00:00,1908-08-26 06:00:00,975.9,-87.25,29.16,1908-08-25 06:00:00,1007.65,-31.52,12.68,1908-09-16 06:00:00,1010.53,-70.5,39.5,1008.77,-34.97,12.68,1908-09-12 12:00:00,961.43,-86.4,29.65,1908-09-15 18:00:00,1005.95,-74.58,37.72
58,TC190811,Mandy,0449,A,0,1908-10-22 06:00:00,994.69,-25.39,37.55,1908-10-23 00:00:00,1908-10-22 12:00:00,995.4,-26.57,39.75,1908-10-21 06:00:00,999.62,-28.96,32.72,1908-10-24 12:00:00,1009.39,-29.0,40.0,996.37,-24.94,37.81,,,,,,,,
59,TC190812,Nathan,0455,A,1,1908-12-17 18:00:00,995.99,-28.5,41.49,1908-12-17 18:00:00,1908-12-17 18:00:00,995.99,-28.5,41.49,1908-12-17 18:00:00,995.99,-28.5,41.49,1908-12-21 00:00:00,1005.21,-33.75,27.0,995.99,-28.5,41.49,1908-12-20 06:00:00,998.51,-36.15,30.79,,,,
60,TC190901,Rosalina,0465,A,1,1909-03-06 18:00:00,990.74,-39.91,32.89,1909-03-06 18:00:00,1909-03-06 00:00:00,990.74,-39.91,32.89,1909-03-06 00:00:00,993.26,-39.94,30.0,1909-03-09 18:00:00,1011.71,-40.69,39.52,993.26,-39.94,30.0,1909-03-08 18:00:00,1006.38,-40.94,38.9,,,,
61,TC190902,Samuel,0468,A,1,1909-04-14 06:00:00,977.84,-46.38,41.55,1909-04-14 06:00:00,1909-04-14 06:00:00,977.84,-46.38,41.55,1909-04-14 06:00:00,977.84,-46.38,41.55,1909-04-19 06:00:00,1005.74,-32.0,47.5,977.84,-46.38,41.55,1909-04-19 06:00:00,1005.74,-32.0,47.5,,,,
62,TC190903,Tatiana,0484,A,2,1909-09-04 06:00:00,987.98,-29.84,40.4,1909-09-04 06:00:00,1909-09-01 18:00:00,987.98,-29.84,40.4,1909-09-01 18:00:00,1012.2,-33.15,34.97,1909-09-06 00:00:00,1011.22,-14.75,46.25,1012.2,-33.15,34.97,1909-09-05 00:00:00,993.31,-25.17,43.72,1909-09-05 06:00:00,997.28,-22.65,44.76
63,TC190905,Wilson,0491,A,2,1909-09-19 12:00:00,976.9,-59.84,48.09,1909-09-18 12:00:00,1909-09-16 18:00:00,994.58,-67.46,38.86,1909-09-16 18:00:00,1003.23,-73.51,36.23,1909-09-20 06:00:00,990.48,-52.75,52.0,1003.23,-73.51,36.23,1909-09-18 18:00:00,992.65,-65.53,39.86,1909-09-19 12:00:00,976.9,-59.84,48.09
64,TC190906,Aidan,0492,A,2,1909-09-23 18:00:00,988.03,-60.0,41.18,1909-09-23 18:00:00,1909-09-21 00:00:00,988.03,-60.0,41.18,1909-09-21 00:00:00,1006.38,-73.05,33.27,1909-09-27 12:00:00,1010.57,-66.75,49.75,1006.38,-73.05,33.27,1909-09-26 18:00:00,1008.23,-71.11,43.87,1909-09-27 00:00:00,1011.12,-70.67,45.98
65,TC190907,Bella,0497,A,2,1909-11-09 18:00:00,981.6,-14.97,47.44,1909-11-04 12:00:00,1909-10-31 12:00:00,983.18,-45.38,38.16,1909-10-31 12:00:00,1004.04,-69.47,26.1,1909-11-10 18:00:00,989.44,-12.25,57.5,1004.04,-69.47,26.1,1909-11-07 06:00:00,995.95,-32.86,39.66,1909-11-10 00:00:00,985.37,-13.73,48.77
66,TC191001,Carson,0526,A,2,1910-06-17 18:00:00,996.14,-47.24,42.86,1910-06-17 12:00:00,1910-06-12 06:00:00,996.43,-50.39,41.52,1910-06-12 06:00:00,1008.75,-69.21,25.36,1910-06-19 06:00:00,1004.2,-28.75,52.25,1008.75,-69.21,25.36,1910-06-17 18:00:00,996.14,-47.24,42.86,1910-06-18 18:00:00,1001.63,-35.07,48.63
67,TC191003,Dorcas,0537,A,2,1910-08-11 18:00:00,992.32,-65.61,42.12,1910-08-10 18:00:00,1910-08-07 06:00:00,999.92,-75.4,35.95,1910-08-07 06:00:00,1012.79,-80.2,23.44,1910-08-13 18:00:00,1004.35,-34.5,54.75,1012.79,-80.2,23.44,1910-08-11 06:00:00,1000.85,-71.43,38.72,1910-08-12 00:00:00,997.15,-62.17,43.71
68,TC191004,Erling,0538,A,2,1910-08-26 12:00:00,938.83,-91.8,28.92,1910-08-26 12:00:00,1910-08-23 06:00:00,938.83,-91.8,28.92,1910-08-23 06:00:00,1003.2,-93.73,22.16,1910-08-30 00:00:00,1007.79,-83.96,36.18,1003.2,-93.73,22.16,1910-08-27 12:00:00,959.36,-88.82,29.77,1910-08-28 18:00:00,994.31,-85.48,32.8
69,TC191005,Grace,0541,A,0,1910-09-01 06:00:00,997.22,-51.23,39.16,1910-09-01 06:00:00,1910-08-30 12:00:00,997.22,-51.23,39.16,1910-08-30 12:00:00,1000.07,-49.96,35.56,1910-09-03 06:00:00,1010.02,-48.18,43.8,1000.07,-49.96,35.56,,,,,,,,
70,TC191006,Hendrik,0542,A,2,1910-09-03 12:00:00,981.02,-93.36,30.56,1910-09-03 12:00:00,1910-08-31 12:00:00,981.02,-93.36,30.56,1910-08-31 12:00:00,1007.43,-92.71,18.87,1910-09-05 00:00:00,1005.15,-80.0,40.25,1007.43,-92.71,18.87,1910-09-04 06:00:00,1002.08,-88.68,34.95,1910-09-04 12:00:00,1003.3,-85.86,36.4
71,TC191007,Jana,0543,A,2,1910-09-08 06:00:00,920.24,-52.34,18.11,1910-09-08 06:00:00,1910-09-04 12:00:00,920.24,-52.34,18.11,1910-09-02 00:00:00,1006.85,-13.73,9.68,1910-09-21 12:00:00,998.79,-13.5,55.25,995.94,-29.73,13.64,1910-09-14 00:00:00,974.47,-69.06,37.3,1910-09-21 12:00:00,998.79,-13.5,55.25
